0.01,0.02,0.03,0.04,0.05
0.7794612795,0.8198653199,0.8518518519,0.8712121212,0.8813131313
0.734006734,0.8417508418,0.8577441077,0.8737373737,0.8779461279
0.7601010101,0.8392255892,0.867003367,0.8627946128,0.8771043771
0.7634680135,0.8451178451,0.8543771044,0.8627946128,0.867003367
0.7718855219,0.845959596,0.8611111111,0.8627946128,0.8737373737
0.7777777778,0.8333333333,0.8569023569,0.8602693603,0.8686868687
0.7643097643,0.8198653199,0.8602693603,0.8661616162,0.8821548822
0.7483164983,0.8484848485,0.8712121212,0.867003367,0.8712121212
0.7954545455,0.8215488215,0.8560606061,0.8686868687,0.8720538721
0.7601010101,0.8501683502,0.8493265993,0.8577441077,0.8771043771
0.7483164983,0.835016835,0.8560606061,0.867003367,0.8703703704
0.7575757576,0.8232323232,0.8552188552,0.8602693603,0.8754208754
0.7601010101,0.8409090909,0.8611111111,0.8779461279,0.8695286195
0.7794612795,0.8333333333,0.8627946128,0.8737373737,0.8796296296
0.7962962963,0.8358585859,0.8518518519,0.8762626263,0.8787878788
0.7996632997,0.8468013468,0.8526936027,0.8644781145,0.8762626263
0.7626262626,0.8089225589,0.8611111111,0.8644781145,0.8686868687
0.7617845118,0.8383838384,0.8493265993,0.8728956229,0.8653198653
0.7491582492,0.8282828283,0.8417508418,0.8695286195,0.8695286195
0.7937710438,0.8383838384,0.8636363636,0.8594276094,0.8653198653
